author,comment_original,published_at,like_count,comment_clean
@S.RyangHa544,alasan saya tidak setuju sejarah indonesia ditulis ulang karena salah satu pengubah nya juga pelanggar HAM (kalian tau lah siapa dia),2025-07-07T21:57:53Z,0,alasan saya tidak setuju sejarah indonesia ditulis ulang karena salah satu pengubah nya juga pelanggar ham kalian tau lah siapa dia
@Raphelllock,4:11 nandodemo~~,2025-07-07T16:58:59Z,1,4 11 nandodemo
@eflfive7329,"Ir soekarno bukan pahlawan, kalian setuju?? . Tukang kawin 🔥🔥🔥",2025-07-07T16:38:23Z,0,ir soekarno bukan pahlawan kalian setuju tukang kawin
@anggok565,MAJU TERUS🔥🔥🔥🔥 panjang umur perjuangan,2025-07-07T12:09:05Z,0,maju terus panjang umur perjuangan
@nurohman7339,Yang terbaru kasus penembakan anggota fpi di tol jangan lupa min,2025-07-07T10:08:18Z,0,yang terbaru kasus penembakan anggota fpi di tol jangan lupa min
@aldy7a197,kak bahas tentang masalah yang lagi terjadi sekarang di indo dong kak tentang  mayoritas dan minoritas ituu kak🙏,2025-07-07T09:03:33Z,0,kak bahas tentang masalah yang lagi terjadi sekarang di indo dong kak tentang mayoritas dan minoritas ituu kak
@vanCatLOVER,"Jepang aja ngehapus sejarah kelamnya
Ga ada anak muda jepang yg tau kalo dulu jepang itu kejam",2025-07-07T08:41:17Z,0,jepang aja ngehapus sejarah kelamnya ga ada anak muda jepang yg tau kalo dulu jepang itu kejam
@RudStwn,semangat kawan bayar pajaknya,2025-07-07T07:45:52Z,0,semangat kawan bayar pajaknya
@daffa_amirul,"Bermimpi akan utopia di dunia yang bertuhan uang dan senjata
 -Barasuara",2025-07-07T07:29:46Z,0,bermimpi akan utopia di dunia yang bertuhan uang dan senjata barasuara
@blueishealth,penasaran banget..lalu dimana korban korban itu dimakamkan,2025-07-07T07:02:13Z,0,penasaran banget lalu dimana korban korban itu dimakamkan
@citradhamayanti,mau nangis,2025-07-07T06:50:06Z,0,mau nangis
@geraldrefael3654,"Emang adasih yg mau diganti sama menteri kebudayaan, yg diganti tuh di buku SNI
Aku mahasiswa pendidikan sejarah, setauku.. yg mau diubah sama menteri itu interaksi bangsa Eropa di Nusantara sejak abad ke-16. Lalu kolonialisme sejak abad ke-19. 
Btw soal penghapusan peristiwa sejarah yg lainnya itu aku belum tahu infonya, trus bisa tau infonya klo mau dihapus dimana ya emangnya?",2025-07-07T06:38:26Z,0,emang adasih yg mau diganti sama menteri kebudayaan yg diganti tuh di buku sni aku mahasiswa pendidikan sejarah setauku yg mau diubah sama menteri itu interaksi bangsa eropa di nusantara sejak abad ke 16 lalu kolonialisme sejak abad ke 19 btw soal penghapusan peristiwa sejarah yg lainnya itu aku belum tahu infonya trus bisa tau infonya klo mau dihapus dimana ya emangnya
@NoodLikeNoodle,4:28 ORB MENTIONED 🗣️🔥🔥🔥,2025-07-07T06:05:47Z,0,4 28 orb mentioned
@cheat.s6164,"Ayo teman-teman, JASMERAH! 🔥",2025-07-07T04:32:49Z,0,ayo teman teman jasmerah
@gabrielapdindaratihm2310,"Thank you for this amazing video, tim KokBisa!! Been following you since several years ago and you guys consistently make very high quality videos!💕",2025-07-07T04:22:52Z,0,thank you for this amazing video tim kokbisa been following you since several years ago and you guys consistently make very high quality videos
@jie-ahnyasha446,❤❤❤❤,2025-07-07T03:35:14Z,0,
@dwrf_indoofficial,#kaburajadulu,2025-07-07T02:58:39Z,0,kaburajadulu
@mailyan9173,Sejarah akan mencatat di generasi kita indonesia mengalamai masa korupsi paling parah sepanjang sejarah dari kepala hingga kaki dari gedung dpr hingga kadus kades ribuan triliun yg harusnya menjamin kelayakan hidup di daerah yg tertinggal sangat jauh,2025-07-07T02:24:40Z,0,sejarah akan mencatat di generasi kita indonesia mengalamai masa korupsi paling parah sepanjang sejarah dari kepala hingga kaki dari gedung dpr hingga kadus kades ribuan triliun yg harusnya menjamin kelayakan hidup di daerah yg tertinggal sangat jauh
@imkajr4937,"Ham makin tahun makin jelek kinerja sementara itu opm nembak tni warga sipil,polisi di Papua pegunungan mereka diam.pas tni sama polisi mau nyernag balik malah teriak ham.kan aneh",2025-07-07T01:53:55Z,0,ham makin tahun makin jelek kinerja sementara itu opm nembak tni warga sipil polisi di papua pegunungan mereka diam pas tni sama polisi mau nyernag balik malah teriak ham kan aneh
@nandaheryanto399,Kata kata bung Karno sekarang mulai menunjukkan kebenarannya salah satu nya jas merah jangan sekali kali melupakan sejarah terutama kita yang hidup dijaman sekarang kalo sejarah kelam banyak dihapus kita mungkin jadi aktor penting untuk mengingat kan kepada generasi penerus soal sejarah Indonesia,2025-07-06T17:46:12Z,0,kata kata bung karno sekarang mulai menunjukkan kebenarannya salah satu nya jas merah jangan sekali kali melupakan sejarah terutama kita yang hidup dijaman sekarang kalo sejarah kelam banyak dihapus kita mungkin jadi aktor penting untuk mengingat kan kepada generasi penerus soal sejarah indonesia
@TrendifyMe-4z,Keren bnget bruhhh,2025-07-06T14:37:59Z,0,keren bnget bruh
@bebyana4260,"Huhu.. padahal tujuan belajar sejarah gak serta merta nafsu untuk mengungkap kebenaran, melainkan untuk menjaga suara-suara dari masa lalu :(",2025-07-06T11:32:30Z,0,huhu padahal tujuan belajar sejarah gak serta merta nafsu untuk mengungkap kebenaran melainkan untuk menjaga suara suara dari masa lalu
@C0RLE0NEx,Kelas,2025-07-06T10:59:12Z,0,kelas
@anakrantau3689,Berenikah membuka Sejarah perang Padri di Sumatra barat dan sumatra utara yg di pimpin Imambonjol? Ayo itu adalah sejarah memilukan bagi Suku Batak tapi Imam bonjol di nobatkan pahlawan Nasional.,2025-07-06T10:26:36Z,0,berenikah membuka sejarah perang padri di sumatra barat dan sumatra utara yg di pimpin imambonjol ayo itu adalah sejarah memilukan bagi suku batak tapi imam bonjol di nobatkan pahlawan nasional
@YuliaDewi-k4n3d,Kyk davinci code,2025-07-06T08:11:04Z,0,kyk davinci code
@ImaduddinRobbani,Dulu di sekolah kita diajarkan menjadinseseorang yg patuh. Tapi disisi lain kita patuh dengan kebodohan yg yerus ditanamkan. Suka heran sma temen2x yg suka protes dan chanel2x seperti inilah yg membuat kita jadintersadar,2025-07-06T07:44:50Z,0,dulu di sekolah kita diajarkan menjadinseseorang yg patuh tapi disisi lain kita patuh dengan kebodohan yg yerus ditanamkan suka heran sma temen2x yg suka protes dan chanel2x seperti inilah yg membuat kita jadintersadar
@BlackCrust,"Real Sejarahwan adalah penulisan sejarah objektif tanpa adanya glorifikasi/kebencian sepihak dengan membuka berbagai perspektif yang kompleks tanpa adanya narasi dalang, dan bersikap dingin tanpa emosional bukan berarti bersikap sinis terhadap sejarah tapi kejujuran eksistensial yang kebal terhadap ilusi sejarah bertujuan memutuskan sejarah terulang yang telah memainkan topeng empati dan moralitas yang penuh manipulatif & absurd. 

Alasan saya belajar sejarah lewat ChatGPT (pakai prompt tanpa bias, objektif), Brittanica & Wikipedia buat bongkar semua kejadian² ganjal dari media² sejarah mainstream ditulis oleh kekuasaan maksudnya pemenang. 🥸",2025-07-06T04:57:22Z,0,real sejarahwan adalah penulisan sejarah objektif tanpa adanya glorifikasi kebencian sepihak dengan membuka berbagai perspektif yang kompleks tanpa adanya narasi dalang dan bersikap dingin tanpa emosional bukan berarti bersikap sinis terhadap sejarah tapi kejujuran eksistensial yang kebal terhadap ilusi sejarah bertujuan memutuskan sejarah terulang yang telah memainkan topeng empati dan moralitas yang penuh manipulatif absurd alasan saya belajar sejarah lewat chatgpt pakai prompt tanpa bias objektif brittanica wikipedia buat bongkar semua kejadian ganjal dari media sejarah mainstream ditulis oleh kekuasaan maksudnya pemenang
@aqsaldeffaramadhan7123,bahkan sampai sekarang gua ga percaya penjajahan belanda sekejam itu malah gua percaya waktu penjajahan belanda banyak banget lowongan kerja dengan gaji yang layak pada saat itu.,2025-07-06T04:14:31Z,0,bahkan sampai sekarang gua ga percaya penjajahan belanda sekejam itu malah gua percaya waktu penjajahan belanda banyak banget lowongan kerja dengan gaji yang layak pada saat itu
@solcaADV,Setelah nonton video ini baru sadar isi dari buku Animal Farm karya George Orwell,2025-07-05T18:21:41Z,0,setelah nonton video ini baru sadar isi dari buku animal farm karya george orwell
@katupat.vidgram7654,poneglyph ?,2025-07-05T16:32:42Z,0,poneglyph
@I_Cant_Be_Touch,Emang efektif sih cara petrus gak ada ormas di tahun segitu😊.,2025-07-05T16:20:31Z,1,emang efektif sih cara petrus gak ada ormas di tahun segitu
@pxrplxmxxn,"Kakek buyut saya adalah salah satu korban salah tembak di jaman PRRI Permesta. Dia cuma seorang petani biasa, tetapi karena dia tinggal di daerah dimana pasukan Permesta, dia jadi salah satu korban. Ironisnya ia disuruh menggali tanah yang tanpa sepengetahuannya adalah liang kuburannya sendiri. Ia di tembak beberapa kali oleh tentara ""Pusat"" dari pulau Jawa

Whether he's a part of Permesta troops or not, our people were simply fighting against the unfairness, and the civilians, they don't deserve to get caught in crossfire of political greed . Don't let the story of his death fade away with history fabrication",2025-07-05T12:50:39Z,0,kakek buyut saya adalah salah satu korban salah tembak di jaman prri permesta dia cuma seorang petani biasa tetapi karena dia tinggal di daerah dimana pasukan permesta dia jadi salah satu korban ironisnya ia disuruh menggali tanah yang tanpa sepengetahuannya adalah liang kuburannya sendiri ia di tembak beberapa kali oleh tentara pusat dari pulau jawa whether he s a part of permesta troops or not our people were simply fighting against the unfairness and the civilians they don t deserve to get caught in crossfire of political greed don t let the story of his death fade away with history fabrication
@abuamar9365,DIHAPUS = MEMANCING RASA PENASARAN MASYARAKAT LUAS👍,2025-07-05T11:51:47Z,1,dihapus memancing rasa penasaran masyarakat luas
@RaffaMahendra-z8q,gw jadi mikir lagi lahh mungkin adaa beberapa sejarah kitaa yang sudahh di hapus dan kita tidak tau 🤷🏽,2025-07-05T11:04:59Z,0,gw jadi mikir lagi lahh mungkin adaa beberapa sejarah kitaa yang sudahh di hapus dan kita tidak tau
@yogaandipratama262,""" Indonesia Cemas "" 03:55😅",2025-07-05T10:52:49Z,0,indonesia cemas 03 55
@hamzka-t7d,Kenapa gw setiap liat tulisan heliosentrime langsung keinget anime orb dah🗿,2025-07-05T09:34:33Z,0,kenapa gw setiap liat tulisan heliosentrime langsung keinget anime orb dah
@Anothercloverfans,4:13 chi chikyu 🤨,2025-07-05T07:49:51Z,0,4 13 chi chikyu
@rachmahsugihantoro4488,terima kasih sudah buat ini kakak-kakak plis jangan hilang dulu <3,2025-07-05T07:20:44Z,0,terima kasih sudah buat ini kakak kakak plis jangan hilang dulu 3
@muhammadyahya-pv2so,lawan...,2025-07-05T05:44:25Z,1,lawan
@Imanwell16,"Merinding waktu bilang ""lawan""",2025-07-05T04:54:43Z,1,merinding waktu bilang lawan
@gabutnihgua,"Invasi ke Timor Timur juga ga ada di buku sejarah sekolah dan PPKn. Pun D.N. Aidit yang menjadi salah satu tokoh muda yang ""menculik"" Soekarno dan Hatta ke Rengasdengklok juga ga pernah disebutkan.",2025-07-05T02:05:11Z,2,invasi ke timor timur juga ga ada di buku sejarah sekolah dan ppkn pun d n aidit yang menjadi salah satu tokoh muda yang menculik soekarno dan hatta ke rengasdengklok juga ga pernah disebutkan
@krisnaputra6491,Ini pemeritah dari dulu sampai sekarang pada kenapasih,2025-07-05T02:03:47Z,1,ini pemeritah dari dulu sampai sekarang pada kenapasih
@krisnaputra6491,Plis yang nonton  kita harus demo ini demi anak cucu kita semua jika tidak dilakukan maka  anak cucu kita tidak tahu perjuangan pahlawan kita yang rela mati untuk negara kita,2025-07-05T01:52:26Z,1,plis yang nonton kita harus demo ini demi anak cucu kita semua jika tidak dilakukan maka anak cucu kita tidak tahu perjuangan pahlawan kita yang rela mati untuk negara kita
@IDNduema,"Khawatirnya dari menghapus sejarah zaman dulu, nanti mereka keenakan menghapus sejarah kasus2 lainnya seperti korupsi2 di negeri",2025-07-05T01:43:31Z,0,khawatirnya dari menghapus sejarah zaman dulu nanti mereka keenakan menghapus sejarah kasus2 lainnya seperti korupsi2 di negeri
@Jumalan_Miekka,"Ingat ya, menantu nggk akan rela aib mertuanya dipelajari sama anak cucu😂😂😂",2025-07-05T01:34:18Z,1,ingat ya menantu nggk akan rela aib mertuanya dipelajari sama anak cucu
@RusniarESEly,"awal nonton keinget one piece eh beneran di mention,emang se mengerikan itu belajar sejarah yang bukan ditulis oleh para pemenang.",2025-07-05T00:44:18Z,0,awal nonton keinget one piece eh beneran di mention emang se mengerikan itu belajar sejarah yang bukan ditulis oleh para pemenang
@HamzahRozii,6:08 Alamakkk 😅,2025-07-05T00:11:04Z,0,6 08 alamak
@KucingOren-pn8hb,Akhirnya saya paham kenapa komunis dilarang di Indonesia......karna ada kepentinga segelintir orang yang ingin kekuasaan dan kekayaan,2025-07-05T00:06:10Z,0,akhirnya saya paham kenapa komunis dilarang di indonesia karna ada kepentinga segelintir orang yang ingin kekuasaan dan kekayaan
@Arme-k1r,"Jika kita melupakan sejarah, kita akan kehilangan sesuatu yang berharga - Oczy (Orb)",2025-07-04T13:56:19Z,0,jika kita melupakan sejarah kita akan kehilangan sesuatu yang berharga oczy orb
@aulztsf3886,Merinding nonton ini😨,2025-07-04T12:09:40Z,0,merinding nonton ini
@OmSoviet,"Ga bisa bayangin kalo generasi masa depan benar2 kehilangan jejak masa lalu. Dipaksa patuh dan percaya kalo kita Indonesia itu ""sempurna"". Ga bisa bayangin suara2 rakyat yang harus dibungkam, dan perjuangan para perempuan dalam melawan kekerasan. Dan untuk perempuan, SAMPAI KAPAN KAMI AKAN DILECEHKAN NEGARA SENDIRI? Dan untuk mereka yang gugur, apa yang mereka dapat atas tumpah darah di negeri sendiri?",2025-07-04T11:14:53Z,0,ga bisa bayangin kalo generasi masa depan benar2 kehilangan jejak masa lalu dipaksa patuh dan percaya kalo kita indonesia itu sempurna ga bisa bayangin suara2 rakyat yang harus dibungkam dan perjuangan para perempuan dalam melawan kekerasan dan untuk perempuan sampai kapan kami akan dilecehkan negara sendiri dan untuk mereka yang gugur apa yang mereka dapat atas tumpah darah di negeri sendiri
@rumpang4703,Waw,2025-07-04T11:00:42Z,0,waw
@haw_aja,"Sejarah bisa dihapus oleh pemerintah,tapi rakyat wajib untuk menjaga. Jadi saya punya saran untuk kok bisa kedepannya buatkan video tentang sejarah Indonesia yang dihapus oleh pemerintah agar generasi kedepan bisa mencari kebenaran yang ada",2025-07-04T10:26:02Z,0,sejarah bisa dihapus oleh pemerintah tapi rakyat wajib untuk menjaga jadi saya punya saran untuk kok bisa kedepannya buatkan video tentang sejarah indonesia yang dihapus oleh pemerintah agar generasi kedepan bisa mencari kebenaran yang ada
@seno_kdi7083,Video tergila bagusnya keren!,2025-07-04T10:04:07Z,0,video tergila bagusnya keren
@ardiyantianissa6597,"Sumpah aku nangis, denger kyk gini aja miris 😭😭",2025-07-04T09:48:43Z,2,sumpah aku nangis denger kyk gini aja miris
@Arfnd,Gua sebagai yg udh pelajari walaupun gua masih muda tapi saya akan selalu ingat sejarah ² ini sampai keturunan anak anak saya pemerintah sekarang udh haduh capek lah semoga ad yg ber aksi tentang penghapusan sejarah ini rakyt tidak bisa diam ini,2025-07-04T07:32:40Z,0,gua sebagai yg udh pelajari walaupun gua masih muda tapi saya akan selalu ingat sejarah ini sampai keturunan anak anak saya pemerintah sekarang udh haduh capek lah semoga ad yg ber aksi tentang penghapusan sejarah ini rakyt tidak bisa diam ini
@fajarpramudya953,Big applaus buat kobi💯,2025-07-04T07:03:08Z,0,big applaus buat kobi
@LovieAnnisa,"8:36 ama aku jadi korban, 3 anaknya temasuk bapakku sampe di lempar ke org pribumi biar g kena imbasnya",2025-07-04T06:14:45Z,0,8 36 ama aku jadi korban 3 anaknya temasuk bapakku sampe di lempar ke org pribumi biar g kena imbasnya
@jacobusdryarka7222,Mayarakat harus kawal isu ini agar jangan sampai Pemerintah berhasil menulis ulang sejarah Indonesia dengan menghilangkan sejarah-sejarah kelam bangsa ini,2025-07-04T04:21:41Z,15,mayarakat harus kawal isu ini agar jangan sampai pemerintah berhasil menulis ulang sejarah indonesia dengan menghilangkan sejarah sejarah kelam bangsa ini
@BenPawangJanda,"Kenapa sejarah pembantaian orang Batak oleh pasukan Padri di bawah komando Imam Bonjol dan Tuanku Raoo Jarang sekali dibahas di sekolah? Padahal antara 1816–1833 banyak suku Batak Toba dan Mandailing yang dibantai, dijajah, atau perempuan mereka diperbudak setelah menolak agama mereka . Jika kita ingin menghargai semua lapisan sejarah, narasi seperti ini juga perlu muncul agar bangsa kita jujur dan utuh.",2025-07-04T04:15:46Z,31,kenapa sejarah pembantaian orang batak oleh pasukan padri di bawah komando imam bonjol dan tuanku raoo jarang sekali dibahas di sekolah padahal antara 1816 1833 banyak suku batak toba dan mandailing yang dibantai dijajah atau perempuan mereka diperbudak setelah menolak agama mereka jika kita ingin menghargai semua lapisan sejarah narasi seperti ini juga perlu muncul agar bangsa kita jujur dan utuh
@hhh-k9o,Bang coba bahas PKI yang memb4ntai ulama dan para santri itu gimana awal mulanya mereka habisin kek gitu oleh PKI. Bahkan kejadian itu katanya sebelum G30SPKI itu gimana bang coba bahas bang aku request boleh kan ? 🙂,2025-07-04T04:10:41Z,0,bang coba bahas pki yang memb4ntai ulama dan para santri itu gimana awal mulanya mereka habisin kek gitu oleh pki bahkan kejadian itu katanya sebelum g30spki itu gimana bang coba bahas bang aku request boleh kan
@br0kazyy,Merinding banget dengernya😢😢,2025-07-04T02:09:34Z,0,merinding banget dengernya
@unoovie,Awal awal nonton masih merinding tapi pas bagian pemerkosaan etnis tionghoa rasanya kayak pengen nangis aja gak tau😅,2025-07-04T01:33:41Z,0,awal awal nonton masih merinding tapi pas bagian pemerkosaan etnis tionghoa rasanya kayak pengen nangis aja gak tau
@akramartka4225,"Mau tahu dimana ya yang bilang tulisan Yunani di larang di Eropa, Romawi Timur yang jelas masih pake bahasa Yunani itu masih punya beberapa tulisan walaupun beberapa hilang ketika Mesir diambil Muslim, tulisan monastik masih ditulis ulang Orda benediktin dan alasan kenapa tidak tersebar itu karena akses yang kurang, nanti baru menyebar ketika terjemahan yang dilakukan muslim yang nantinya kembali lagi di era renaissance",2025-07-04T00:51:58Z,0,mau tahu dimana ya yang bilang tulisan yunani di larang di eropa romawi timur yang jelas masih pake bahasa yunani itu masih punya beberapa tulisan walaupun beberapa hilang ketika mesir diambil muslim tulisan monastik masih ditulis ulang orda benediktin dan alasan kenapa tidak tersebar itu karena akses yang kurang nanti baru menyebar ketika terjemahan yang dilakukan muslim yang nantinya kembali lagi di era renaissance
@maestroindarutomo3499,🔥🔥🔥,2025-07-04T00:31:26Z,0,
@maestroindarutomo3499,Salam Perjuangan 🔥🔥🔥,2025-07-04T00:30:06Z,1,salam perjuangan
@ramahanakfoundation6428,TERUS BERSUARA KOK BISA!!!!!!,2025-07-03T20:13:38Z,0,terus bersuara kok bisa
@ListaLista-q5s,"Korban 98: Prabowo,,, i never forget you....uh uh uh. Just remember bro what was Biru Laut said, m*tilah engkau m*ti kau akan lahir berkali-kali.",2025-07-03T19:27:45Z,0,korban 98 prabowo i never forget you uh uh uh just remember bro what was biru laut said m tilah engkau m ti kau akan lahir berkali kali
@assalovaofficial,semakin gawat negara ini huhu.. 😢 btw apresiasi bagus banget videonyaa!,2025-07-03T19:26:41Z,1,semakin gawat negara ini huhu btw apresiasi bagus banget videonyaa
@dewiila6390,"Jujur saja, selama sekolah dari 
SD sampai SMA, aku belum pernah nemuin sejaran tentang kongres perempuan😢🙏",2025-07-03T18:17:19Z,0,jujur saja selama sekolah dari sd sampai sma aku belum pernah nemuin sejaran tentang kongres perempuan
@farhanrizkiewanjono666,"saking sedihnya gw sama kasus ini, gw memutuskan untuk ga nonton ini supaya ga makin terpuruk. tapi setelah baru aja (sebelum comment ini ditulis) gw baca tvOne upload soal YTH. FADLI ZON menyatakan bahwa penulisan ulang sejarah akan tetap dilakukan, gw memutuskan melawan rasa sedih dan marah demi para korban dan keluarganya. Semoga Indonesia bisa segera membaik dari segala aspek, aamiin",2025-07-03T17:47:44Z,4,saking sedihnya gw sama kasus ini gw memutuskan untuk ga nonton ini supaya ga makin terpuruk tapi setelah baru aja sebelum comment ini ditulis gw baca tvone upload soal yth fadli zon menyatakan bahwa penulisan ulang sejarah akan tetap dilakukan gw memutuskan melawan rasa sedih dan marah demi para korban dan keluarganya semoga indonesia bisa segera membaik dari segala aspek aamiin
@yudha_saputra,Jepang juga ngahapus kebiadabannya,2025-07-03T16:49:08Z,0,jepang juga ngahapus kebiadabannya
@alfirahman2250,Jangan menghapus noda yang berisi sejarah.,2025-07-03T16:45:00Z,0,jangan menghapus noda yang berisi sejarah
@shateau777,"Pemerintahan kita mungkin memang tidak sekeji dulu tetapi tidak menutup kemungkinan sejarah-yang 'katanya' dihapus-ternyata terulang kembal. Menurut saya pribadi, Tim redaksi KokBisa dan semua content creator sejarah yang akurat adalah pahlawan zaman sekarang. Orang-orang muda di dalamnya tidak takut thd dominasi pemerintah dan terus berani membagikan informasi yang berguna agar rakyat tidak gampang dibodohi. Saya cuma bisa berdoa agar semua nama yang tertera di credit, subscriber berbayar, narasumber, sponsor, dan semua pihak yang turut andil dalam redaksi KokBisa selalu dalam keadaan aman, sehat wal afiat, dan sebaik-baiknya.",2025-07-03T16:36:08Z,0,pemerintahan kita mungkin memang tidak sekeji dulu tetapi tidak menutup kemungkinan sejarah yang katanya dihapus ternyata terulang kembal menurut saya pribadi tim redaksi kokbisa dan semua content creator sejarah yang akurat adalah pahlawan zaman sekarang orang orang muda di dalamnya tidak takut thd dominasi pemerintah dan terus berani membagikan informasi yang berguna agar rakyat tidak gampang dibodohi saya cuma bisa berdoa agar semua nama yang tertera di credit subscriber berbayar narasumber sponsor dan semua pihak yang turut andil dalam redaksi kokbisa selalu dalam keadaan aman sehat wal afiat dan sebaik baiknya
@faridislahudin421,"mungkin ini alasan pendidikan di indonesia tidak terlalu dikembangkan, supaya mereka yang pintar dan kritis belum tentu punya kekuatan, contohnya guru2, sekolah2, dan perkembangan IPTEK dipersulit apalagi yang ilmu sosial dan sejarah, wkwk",2025-07-03T16:33:45Z,1,mungkin ini alasan pendidikan di indonesia tidak terlalu dikembangkan supaya mereka yang pintar dan kritis belum tentu punya kekuatan contohnya guru2 sekolah2 dan perkembangan iptek dipersulit apalagi yang ilmu sosial dan sejarah wkwk
@alexroobtensaier,"deleting history is the lowest of all lows.
aku sendiri memang ga pernah ngalamin, tapi ternyata sampe sekarang pun kekerasan dan sejarah terhapus masih tetep ada.
sebagai pelajar aku pengen advokasi untuk ingat semua kesalahan negara. i don't think forgetting the bad stuff would make my life better, but remembering them will make me realise how blissfully ignorant we've been living.
cita-citaku kalo udah gede adalah paling ga aku bisa berkontribusi membantah propaganda deleting history ini dan make sure generasi abis aku ga perlu ngalamin kyk aku; dibohongin negara.
props to KokBisa, sampe sekarang video-videonya bagus banget deh. jangan lupa istirahat dan makan minum ya~",2025-07-03T14:40:14Z,33,deleting history is the lowest of all lows aku sendiri memang ga pernah ngalamin tapi ternyata sampe sekarang pun kekerasan dan sejarah terhapus masih tetep ada sebagai pelajar aku pengen advokasi untuk ingat semua kesalahan negara i don t think forgetting the bad stuff would make my life better but remembering them will make me realise how blissfully ignorant we ve been living cita citaku kalo udah gede adalah paling ga aku bisa berkontribusi membantah propaganda deleting history ini dan make sure generasi abis aku ga perlu ngalamin kyk aku dibohongin negara props to kokbisa sampe sekarang video videonya bagus banget deh jangan lupa istirahat dan makan minum ya
@edisetiawan5719,Lawan,2025-07-03T14:21:50Z,0,lawan
@mingyyg2,Teruslah memasak tim Kok bisa 🔥,2025-07-03T12:54:35Z,0,teruslah memasak tim kok bisa
@Viola-s7b5j,"Min request dong
""Kenapa kalau kita nangis kita jadi ingusan? """,2025-07-03T12:40:41Z,0,min request dong kenapa kalau kita nangis kita jadi ingusan
@satriani9022,Sejarah yang dikatakan tak terlibat noda dosa itu kebohongan besar. Terimakasih karena KokBisa juga ikut bersuara tentang situasi genting ini!,2025-07-03T12:03:09Z,0,sejarah yang dikatakan tak terlibat noda dosa itu kebohongan besar terimakasih karena kokbisa juga ikut bersuara tentang situasi genting ini
@adisaputra1527,PEMERINTAH GATEL,2025-07-03T10:20:58Z,0,pemerintah gatel
@sugikhendra,keren,2025-07-03T10:17:48Z,0,keren
@suastayuuki,Absolute Animation✋🏻😐🤚🏻,2025-07-03T09:48:25Z,0,absolute animation
@wildweeb1382,Bro menjelaskan sejarah dengan cara terkeren sepanjang masa 🔥🔥🔥🔥,2025-07-03T09:15:02Z,0,bro menjelaskan sejarah dengan cara terkeren sepanjang masa
@rainyalpha,Hidup J̶o̶k̶o̶w̶i̶ Ilmu Pengetahuan !!,2025-07-03T09:04:37Z,0,hidup j o k o w i ilmu pengetahuan
@Gfx_GamingKocak,Huh kelihatanya pindah ke negara swiss aja kalau gini,2025-07-03T06:08:00Z,0,huh kelihatanya pindah ke negara swiss aja kalau gini
@Gfx_GamingKocak,"Saya adalah santri 
Dan emang benar semuanya juga kyai saya memiliki beberapa buku terlarang salah satunya bumi manusia proemeadya anante toer",2025-07-03T06:05:44Z,0,saya adalah santri dan emang benar semuanya juga kyai saya memiliki beberapa buku terlarang salah satunya bumi manusia proemeadya anante toer
@Aizawa-p7p,Liat video ini jadi ragu sama sejarah sejarah di dunia,2025-07-03T05:54:08Z,0,liat video ini jadi ragu sama sejarah sejarah di dunia
@Iboned,"wah epic banget. tapi lu bener baget bang, dlu guru gw pernah ngasi unjuk buku sejarah yang warnanya merah gw lupa judulnya, isinya adalah fakta 1001 kebusukan sejarah pemerintah dan kejadian2 yang diarsipkan, mungkin bukunya sekarang sudah musnah karena barang siapa yang memiliki buku itu dizaman pemerintahan pak harto pasti sudah menghilang. gw respect dengan guru gw dan yang lebih mengejudkannya dia membeli buku itu tidak sengaja pada sebuah pasar lalu dengan polosnya dia memperlihatkan buku itu kepada gurunya saat menginjakkan di bangku smp, gurunya hanya dapat menjaga rahasia ini",2025-07-03T05:38:07Z,0,wah epic banget tapi lu bener baget bang dlu guru gw pernah ngasi unjuk buku sejarah yang warnanya merah gw lupa judulnya isinya adalah fakta 1001 kebusukan sejarah pemerintah dan kejadian2 yang diarsipkan mungkin bukunya sekarang sudah musnah karena barang siapa yang memiliki buku itu dizaman pemerintahan pak harto pasti sudah menghilang gw respect dengan guru gw dan yang lebih mengejudkannya dia membeli buku itu tidak sengaja pada sebuah pasar lalu dengan polosnya dia memperlihatkan buku itu kepada gurunya saat menginjakkan di bangku smp gurunya hanya dapat menjaga rahasia ini
@fattahasmaradyenata1694,Alarm bahaya sudah berbunyi,2025-07-03T05:04:58Z,0,alarm bahaya sudah berbunyi
@muhammadraihansyahrizal6883,"Sejarah mnrutku itu seperti pisau dapur, bisa untuk sebagai pelajaran agar tidak terulang dan membangun empati, atau bisa juga sebagai alat untuk memecah belah, menunbuhkan kebencian, perpecahan, bahkan rasa ingin balas dendam. So tinggal kita masing2 gmn memandang sejarah sebijak mungkin",2025-07-03T04:46:42Z,0,sejarah mnrutku itu seperti pisau dapur bisa untuk sebagai pelajaran agar tidak terulang dan membangun empati atau bisa juga sebagai alat untuk memecah belah menunbuhkan kebencian perpecahan bahkan rasa ingin balas dendam so tinggal kita masing2 gmn memandang sejarah sebijak mungkin
@leesuhyin_22,"Universitas yang ada mapel sejarah, terkadang di isi para temen² kritis, jadi tenang saja, akan ada saksi yang pernah baca atau nonton",2025-07-03T04:43:14Z,1,universitas yang ada mapel sejarah terkadang di isi para temen kritis jadi tenang saja akan ada saksi yang pernah baca atau nonton
@kononnn,welcome to indonesad,2025-07-03T04:24:13Z,0,welcome to indonesad
@Jikouriyu,up,2025-07-03T03:45:27Z,0,up
